time_period,time_identifier,geographic_level,country_name,country_code,sector,soc_4_labelled,soc_3_labelled,soc_2_labelled,soc_1_labelled,sample_occupations_estab_has_vacancy,vac_sum,htfv_sum,ssv_sum,htfv_den,ssv_den
2011,Calendar year,National,United Kingdom,K02000001,Total,9232 - Street cleaners,Total,Total,Total,c,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,9233 - Cleaners and domestics,Total,Total,Total,424,9257.00025706123,1958.21863818935,604.811460504561,21.1539222621888,6.53355778015898
2011,Calendar year,National,United Kingdom,K02000001,Total,"9234 - Launderers, dry cleaners and pressers",Total,Total,Total,20,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,9236 - Vehicle valeters and cleaners,Total,Total,Total,15,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,9241 - Security guards and related occupations,Total,Total,Total,63,3206.92535933931,289.894323725706,205.537932287888,9.03963426780316,6.40918977703406
2011,Calendar year,National,United Kingdom,K02000001,Total,9242 - Parking and civil enforcement occupations,Total,Total,Total,7,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,9244 - School midday and crossing patrol occupations,Total,Total,Total,55,699.461760365192,171.282518621021,86.0811824870486,24.4877602074477,12.3067746322694
2011,Calendar year,National,United Kingdom,K02000001,Total,9249 - Elementary security occupations n.e.c.,Total,Total,Total,13,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,9251 - Shelf fillers,Total,Total,Total,96,2210.02284309053,101.522923729147,11.9549847106162,4.59374997170509,0.540943943090568
2011,Calendar year,National,United Kingdom,K02000001,Total,9260 - Elementary storage occupations,Total,Total,Total,200,4955.73465418551,606.727649825723,367.322045017637,12.2429405963714,7.41206038356804
2011,Calendar year,National,United Kingdom,K02000001,Total,9272 - Kitchen and catering assistants,Total,Total,Total,862,18242.245479459,3020.07805840234,2155.06017493581,16.5554074020273,11.8135685508806
2011,Calendar year,National,United Kingdom,K02000001,Total,9273 - Waiters and waitresses,Total,Total,Total,484,9820.65322512081,2132.74341947232,1292.57829637912,21.7169201537109,13.1618362521218
2011,Calendar year,National,United Kingdom,K02000001,Total,9274 - Bar staff,Total,Total,Total,483,11319.6331964259,2160.98910470949,1090.57655144701,19.0906283552705,9.63438065989061
2011,Calendar year,National,United Kingdom,K02000001,Total,9275 - Leisure and theme park attendants,Total,Total,Total,45,1056.54423700439,74.729620922345,74.729620922345,7.07302338179658,7.07302338179658
2011,Calendar year,National,United Kingdom,K02000001,Total,9279 - Other elementary services occupations n.e.c.,Total,Total,Total,58,568.593422555873,127.521748150072,77.6746239900571,22.4275806035272,13.6608375877624
2011,Calendar year,National,United Kingdom,K02000001,Total,Not codeable to this level of SOC,Total,Total,Total,281,10277.0379428896,2214.36039191661,1938.72858938565,21.54667915232,18.8646631467096
2011,Calendar year,National,United Kingdom,K02000001,Total,1115 - Chief executives and senior officials,Total,Total,Total,11,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,1123 - Production managers and directors in mining and energy,Total,Total,Total,5,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,1133 - Purchasing managers and directors,Total,Total,Total,15,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,1136 - Information technology and telecommunications directors,Total,Total,Total,c,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,1150 - Financial institution managers and directors,Total,Total,Total,23,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,1211 - Managers and proprietors in agriculture and horticulture,Total,Total,Total,6,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,1226 - Travel agency managers and proprietors,Total,Total,Total,5,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,"1242 - Residential, day and domiciliary  care managers and proprietors",Total,Total,Total,53,1216.21979587039,399.955650843482,380.491287413445,32.8851456127841,31.2847471078324
2011,Calendar year,National,United Kingdom,K02000001,Total,2111 - Chemical scientists,Total,Total,Total,21,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,2112 - Biological scientists and biochemists,Total,Total,Total,35,957.597088897717,164.350882953539,148.273754885292,17.1628427925489,15.4839396030296
2011,Calendar year,National,United Kingdom,K02000001,Total,2113 - Physical scientists,Total,Total,Total,19,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,2119 - Natural and social science professionals n.e.c.,Total,Total,Total,27,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,2121 - Civil engineers,Total,Total,Total,55,1296.20458729426,566.139596577905,431.814030151227,43.676716015925,33.3137248844807
2011,Calendar year,National,United Kingdom,K02000001,Total,2123 - Electrical engineers,Total,Total,Total,37,863.736516368544,358.776529222632,334.938566900488,41.5377285113586,38.7778634517722
2011,Calendar year,National,United Kingdom,K02000001,Total,2124 - Electronics engineers,Total,Total,Total,20,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,2126 - Design and development engineers,Total,Total,Total,94,2826.60366890601,1024.0961927409,992.088880400815,36.2306256093291,35.0982662095244
2011,Calendar year,National,United Kingdom,K02000001,Total,2127 - Production and process engineers,Total,Total,Total,57,1786.87833322085,431.280953943652,400.331103547238,24.1359999685188,22.4039374200504
2011,Calendar year,National,United Kingdom,K02000001,Total,2134 - It project and programme managers,Total,Total,Total,27,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,"2135 - It business analysts, architects and systems designers",Total,Total,Total,66,1890.11618589717,580.340835755664,580.340835755664,30.7039768288211,30.7039768288211
2011,Calendar year,National,United Kingdom,K02000001,Total,2150 - Research and development managers,Total,Total,Total,16,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,2213 - Pharmacists,Total,Total,Total,20,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,2215 - Dental practitioners,Total,Total,Total,19,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,2216 - Veterinarians,Total,Total,Total,40,427.420160182374,166.082748692367,137.054294003731,38.8570227060656,32.06547251895
2011,Calendar year,National,United Kingdom,K02000001,Total,2413 - Solicitors,Total,Total,Total,57,2271.88943993974,321.631653027431,321.631653027431,14.1570116649673,14.1570116649673
2011,Calendar year,National,United Kingdom,K02000001,Total,2419 - Legal professionals n.e.c.,Total,Total,Total,15,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,2421 - Chartered and certified accountants,Total,Total,Total,80,1708.4418082073,326.655839064536,288.85643212751,19.1201033301393,16.9075956078722
2011,Calendar year,National,United Kingdom,K02000001,Total,"2425 - Actuaries, economists and statisticians",Total,Total,Total,17,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,2431 - Architects,Total,Total,Total,32,1360.06307593782,351.411183159217,273.310802822967,25.837859241705,20.0954505462556
2011,Calendar year,National,United Kingdom,K02000001,Total,2433 - Quantity surveyors,Total,Total,Total,34,724.580500741517,118.546280764704,118.546280764704,16.3606777498687,16.3606777498687
2011,Calendar year,National,United Kingdom,K02000001,Total,2434 - Chartered surveyors,Total,Total,Total,54,2069.66909180972,230.536446959314,162.579978033511,11.1388070620378,7.85536096938815
2011,Calendar year,National,United Kingdom,K02000001,Total,2435 - Chartered architectural technologists,Total,Total,Total,c,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,2436 - Construction project managers and related professionals,Total,Total,Total,25,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,2461 - Quality control and planning engineers,Total,Total,Total,27,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,"2471 - Journalists, newspaper and periodical editors",Total,Total,Total,26,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,3111 - Laboratory technicians,Total,Total,Total,43,1071.11592311307,123.775008478245,123.775008478245,11.5557061385577,11.5557061385577
2011,Calendar year,National,United Kingdom,K02000001,Total,3113 - Engineering technicians,Total,Total,Total,75,1821.69641468801,696.714335439154,661.936113503608,38.2453590961519,36.3362472564877
2011,Calendar year,National,United Kingdom,K02000001,Total,3114 - Building and civil engineering technicians,Total,Total,Total,9,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,"3116 - Planning, process and production technicians",Total,Total,Total,27,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,3121 - Architectural and town planning technicians,Total,Total,Total,14,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,3122 - Draughtspersons,Total,Total,Total,61,1273.89471555779,401.220451055971,355.095737063612,31.4955738614783,27.8748104318912
2011,Calendar year,National,United Kingdom,K02000001,Total,3218 - Medical and dental technicians,Total,Total,Total,18,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,3313 - Fire service officers (watch manager and below),Total,Total,Total,24,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,3319 - Protective service associate professionals n.e.c.,Total,Total,Total,14,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,"3422 - Product, clothing and related designers",Total,Total,Total,40,728.690198473562,131.509281541157,109.593506969274,18.04735151051,15.0397943047467
2011,Calendar year,National,United Kingdom,K02000001,Total,3513 - Ship and hovercraft officers,Total,Total,Total,6,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,"3531 - Estimators, valuers and assessors",Total,Total,Total,51,1307.68759316614,392.156871739936,353.996423197516,29.9885747780519,27.0704123100555
2011,Calendar year,National,United Kingdom,K02000001,Total,3532 - Brokers,Total,Total,Total,13,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,3533 - Insurance underwriters,Total,Total,Total,8,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,3535 - Taxation experts,Total,Total,Total,20,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,3536 - Importers and exporters,Total,Total,Total,6,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,3537 - Financial and accounting technicians,Total,Total,Total,16,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,3538 - Financial accounts managers,Total,Total,Total,69,1899.8463271215,292.504482679681,278.179166281676,15.3962180258474,14.6421930190086
2011,Calendar year,National,United Kingdom,K02000001,Total,3544 - Estate agents and auctioneers,Total,Total,Total,72,2257.7016903403,448.289719689229,419.879187321709,19.8560209086639,18.5976379925738
2011,Calendar year,National,United Kingdom,K02000001,Total,4121 - Credit controllers,Total,Total,Total,26,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,4123 - Bank and post office clerks,Total,Total,Total,127,4528.7527416258,418.417435245794,384.066002610784,9.23913181216388,8.48061319578481
2011,Calendar year,National,United Kingdom,K02000001,Total,4131 - Records clerks and assistants,Total,Total,Total,45,758.01529069176,133.797540946916,119.456896388285,17.6510345622201,15.7591671111633
2011,Calendar year,National,United Kingdom,K02000001,Total,4132 - Pensions and insurance clerks and assistants,Total,Total,Total,16,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,4134 - Transport and distribution clerks and assistants,Total,Total,Total,55,839.282971100668,133.225696705641,102.682586046612,15.8737519159866,12.2345608790263
2011,Calendar year,National,United Kingdom,K02000001,Total,4138 - Human resources administrative occupations,Total,Total,Total,17,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,4162 - Office supervisors,Total,Total,Total,16,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,4212 - Legal secretaries,Total,Total,Total,24,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,4213 - School secretaries,Total,Total,Total,69,748.714962637759,18.6638821892248,18.6638821892248,2.4927887274312,2.4927887274312
2011,Calendar year,National,United Kingdom,K02000001,Total,4214 - Company secretaries,Total,Total,Total,c,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,5111 - Farmers,Total,Total,Total,11,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,"5214 - Metal plate workers, and riveters",Total,Total,Total,10,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,5215 - Welding trades,Total,Total,Total,62,1342.63556893648,572.684871353693,441.839590350887,42.6537836925714,32.9083781610875
2011,Calendar year,National,United Kingdom,K02000001,Total,5216 - Pipe fitters,Total,Total,Total,9,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,5221 - Metal machining setters and setter-operators,Total,Total,Total,99,1837.82167296547,946.030798869888,916.52171010447,51.4756579915284,49.8700022742463
2011,Calendar year,National,United Kingdom,K02000001,Total,"5222 - Tool makers, tool fitters and markers-out",Total,Total,Total,35,707.982587229214,428.400140282214,408.778958498105,60.5099825913538,57.7385610708191
2011,Calendar year,National,United Kingdom,K02000001,Total,5224 - Precision instrument makers and repairers,Total,Total,Total,18,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,5225 - Air-conditioning and refrigeration engineers,Total,Total,Total,24,u,u,u,u,u
2011,Calendar year,National,United Kingdom,K02000001,Total,5236 - Boat and ship builders and repairers,Total,Total,Total,10,u,u,u,u,u
