time_period,time_identifier,geographic_level,country_code,country_name,institution_group,institution_type,breakdown_topic,breakdown,data_type,version,inst_count,cohort,overall,education,fe,ssf,sfc,other_edu,ind,appru,special,spi,edu_combo,he,appren,appl3,appl2,all_work,all_notsust,notsust,notsust_ben,only_ben,all_unknown,unknown_id,unknown
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Not disadvantaged KS4 E&M 9-4 achieved,Number of students,Revised,z,273376,267478,253716,59727,144963,46426,2600,1926,3,c,c,597,c,9985,4399,5586,3777,4367,4207,116,44,1531,1256,275
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Not disadvantaged KS4 E&M 9-4 achieved,Percentage,Revised,z,273376,97.8,92.8,21.8,53,17,1,0.7,low,c,c,0.2,c,3.7,1.6,2,1.4,1.6,1.5,low,low,0.6,0.5,0.1
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Not disadvantaged KS4 E&M 9-4 not achieved,Number of students,Revised,z,106769,95839,83685,59974,15494,7494,723,148,49,c,c,291,c,7892,1322,6570,4262,8097,7460,434,203,2833,2516,317
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Not disadvantaged KS4 E&M 9-4 not achieved,Percentage,Revised,z,106769,89.8,78.4,56.2,14.5,7,0.7,0.1,low,c,c,0.3,c,7.4,1.2,6.2,4,7.6,7,0.4,0.2,2.7,2.4,0.3
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Disadvantaged KS4 E&M 9-5 achieved,Number of students,Revised,z,35115,34009,32916,7113,19007,6529,267,161,3,c,c,93,c,639,277,362,454,905,826,61,18,201,190,11
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Disadvantaged KS4 E&M 9-5 achieved,Percentage,Revised,z,35115,96.9,93.7,20.3,54.1,18.6,0.8,0.5,low,c,c,0.3,c,1.8,0.8,1,1.3,2.6,2.4,0.2,0.1,0.6,0.5,low
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Disadvantaged KS4 E&M 9-5 not achieved,Number of students,Revised,z,102367,85722,78224,52120,16806,8585,713,106,63,c,c,280,c,3972,670,3302,3526,12982,11242,1093,647,3663,3535,128
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Disadvantaged KS4 E&M 9-5 not achieved,Percentage,Revised,z,102367,83.7,76.4,50.9,16.4,8.4,0.7,0.1,0.1,c,c,0.3,c,3.9,0.7,3.2,3.4,12.7,11,1.1,0.6,3.6,3.5,0.1
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Not disadvantaged KS4 E&M 9-5 achieved,Number of students,Revised,z,189960,187205,181042,28937,115311,34699,2095,1706,2,c,c,341,c,4551,2552,1999,1612,1837,1784,43,10,918,736,182
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Not disadvantaged KS4 E&M 9-5 achieved,Percentage,Revised,z,189960,98.5,95.3,15.2,60.7,18.3,1.1,0.9,low,c,c,0.2,c,2.4,1.3,1.1,0.8,1,0.9,low,low,0.5,0.4,0.1
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Not disadvantaged KS4 E&M 9-5 not achieved,Number of students,Revised,z,190185,176112,156359,90764,45146,19221,1228,368,50,c,c,547,c,13326,3169,10157,6427,10627,9883,507,237,3446,3036,410
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Not disadvantaged KS4 E&M 9-5 not achieved,Percentage,Revised,z,190185,92.6,82.2,47.7,23.7,10.1,0.6,0.2,low,c,c,0.3,c,7,1.7,5.3,3.4,5.6,5.2,0.3,0.1,1.8,1.6,0.2
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Disadvantaged Female,Number of students,Revised,z,69859,61818,57634,28670,19729,8707,528,165,27,84,20,225,7,2168,249,1919,2016,6678,5429,776,473,1363,1303,60
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Disadvantaged Female,Percentage,Revised,z,69859,88.5,82.5,41,28.2,12.5,0.8,0.2,low,0.1,low,0.3,low,3.1,0.4,2.7,2.9,9.6,7.8,1.1,0.7,2,1.9,0.1
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Disadvantaged Male,Number of students,Revised,z,67623,57913,53506,30563,16084,6407,452,102,39,124,34,148,5,2443,698,1745,1964,7209,6639,378,192,2501,2422,79
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Disadvantaged Male,Percentage,Revised,z,67623,85.6,79.1,45.2,23.8,9.5,0.7,0.2,0.1,0.2,0.1,0.2,low,3.6,1,2.6,2.9,10.7,9.8,0.6,0.3,3.7,3.6,0.1
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Not disadvantaged Female,Number of students,Revised,z,186595,179746,169909,54830,83734,29569,1776,1167,27,75,18,443,46,6304,1097,5207,3533,5238,4718,339,181,1611,1355,256
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Not disadvantaged Female,Percentage,Revised,z,186595,96.3,91.1,29.4,44.9,15.8,1,0.6,low,low,low,0.2,low,3.4,0.6,2.8,1.9,2.8,2.5,0.2,0.1,0.9,0.7,0.1
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Not disadvantaged Male,Number of students,Revised,z,193550,183571,167492,64871,76723,24351,1547,907,25,116,40,445,14,11573,4624,6949,4506,7226,6949,211,66,2753,2417,336
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Not disadvantaged Male,Percentage,Revised,z,193550,94.8,86.5,33.5,39.6,12.6,0.8,0.5,low,0.1,low,0.2,low,6,2.4,3.6,2.3,3.7,3.6,0.1,low,1.4,1.2,0.2
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Any Other Asian Background,Number of students,Revised,z,1047,995,986,c,c,c,11,c,c,c,c,c,c,5,c,c,4,29,c,c,c,23,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Any Other Asian Background,Percentage,Revised,z,1047,95,94.2,c,c,c,1.1,c,c,c,c,c,c,0.5,c,c,0.4,2.8,c,c,c,2.2,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Any Other Black Background,Number of students,Revised,z,800,744,721,c,c,c,4,c,c,c,c,c,c,9,c,c,14,46,c,c,c,10,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Any Other Black Background,Percentage,Revised,z,800,93,90.1,c,c,c,0.5,c,c,c,c,c,c,1.1,c,c,1.8,5.8,c,c,c,1.3,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Any Other Ethnic Group,Number of students,Revised,z,1807,1707,1685,c,c,c,16,c,c,c,c,c,c,7,c,c,15,65,c,c,c,35,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Any Other Ethnic Group,Percentage,Revised,z,1807,94.5,93.2,c,c,c,0.9,c,c,c,c,c,c,0.4,c,c,0.8,3.6,c,c,c,1.9,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Any Other Mixed Background,Number of students,Revised,z,1468,1332,1289,c,c,c,19,c,c,c,c,c,c,22,c,c,21,111,c,c,c,25,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Any Other Mixed Background,Percentage,Revised,z,1468,90.7,87.8,c,c,c,1.3,c,c,c,c,c,c,1.5,c,c,1.4,7.6,c,c,c,1.7,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Any Other White Background,Number of students,Revised,z,2729,2475,2393,c,c,c,12,c,c,c,c,c,c,30,c,c,52,172,c,c,c,82,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Any Other White Background,Percentage,Revised,z,2729,90.7,87.7,c,c,c,0.4,c,c,c,c,c,c,1.1,c,c,1.9,6.3,c,c,c,3,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Bangladeshi,Number of students,Revised,z,2217,2145,2123,c,c,c,12,c,c,c,c,c,c,14,c,c,8,61,c,c,c,11,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Bangladeshi,Percentage,Revised,z,2217,96.8,95.8,c,c,c,0.5,c,c,c,c,c,c,0.6,c,c,0.4,2.8,c,c,c,0.5,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Black - African,Number of students,Revised,z,4479,4309,4274,c,c,c,36,c,c,c,c,c,c,12,c,c,23,111,c,c,c,59,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Black - African,Percentage,Revised,z,4479,96.2,95.4,c,c,c,0.8,c,c,c,c,c,c,0.3,c,c,0.5,2.5,c,c,c,1.3,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Black Caribbean,Number of students,Revised,z,1675,1556,1500,c,c,c,9,c,c,c,c,c,c,26,c,c,30,100,c,c,c,19,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Black Caribbean,Percentage,Revised,z,1675,92.9,89.6,c,c,c,0.5,c,c,c,c,c,c,1.6,c,c,1.8,6,c,c,c,1.1,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Chinese,Number of students,Revised,z,143,140,139,c,c,c,1,c,c,c,c,c,c,1,c,c,0,0,c,c,c,3,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Chinese,Percentage,Revised,z,143,97.9,97.2,c,c,c,0.7,c,c,c,c,c,c,0.7,c,c,0,0,c,c,c,2.1,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Gypsy / Roma,Number of students,Revised,z,311,191,173,c,c,c,0,c,c,c,c,c,c,8,c,c,10,81,c,c,c,39,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Gypsy / Roma,Percentage,Revised,z,311,61.4,55.6,c,c,c,0,c,c,c,c,c,c,2.6,c,c,3.2,26,c,c,c,12.5,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Indian,Number of students,Revised,z,1030,991,969,c,c,c,4,c,c,c,c,c,c,8,c,c,14,28,c,c,c,11,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Indian,Percentage,Revised,z,1030,96.2,94.1,c,c,c,0.4,c,c,c,c,c,c,0.8,c,c,1.4,2.7,c,c,c,1.1,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Pakistani,Number of students,Revised,z,3915,3656,3572,c,c,c,22,c,c,c,c,c,c,55,c,c,29,191,c,c,c,68,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Pakistani,Percentage,Revised,z,3915,93.4,91.2,c,c,c,0.6,c,c,c,c,c,c,1.4,c,c,0.7,4.9,c,c,c,1.7,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Traveller of Irish Heritage,Number of students,Revised,z,43,26,18,c,c,c,0,c,c,c,c,c,c,5,c,c,3,11,c,c,c,6,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Traveller of Irish Heritage,Percentage,Revised,z,43,60.5,41.9,c,c,c,0,c,c,c,c,c,c,11.6,c,c,7,25.6,c,c,c,14,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Unclassified,Number of students,Revised,z,895,785,722,c,c,c,7,c,c,c,c,c,c,32,c,c,31,81,c,c,c,29,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female Unclassified,Percentage,Revised,z,895,87.7,80.7,c,c,c,0.8,c,c,c,c,c,c,3.6,c,c,3.5,9.1,c,c,c,3.2,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female White - British,Number of students,Revised,z,44211,38046,34496,c,c,c,348,c,c,c,c,c,c,1877,c,c,1673,5278,c,c,c,887,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female White - British,Percentage,Revised,z,44211,86.1,78,c,c,c,0.8,c,c,c,c,c,c,4.2,c,c,3.8,11.9,c,c,c,2,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female White - Irish,Number of students,Revised,z,163,140,128,c,c,c,2,c,c,c,c,c,c,2,c,c,10,19,c,c,c,4,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female White - Irish,Percentage,Revised,z,163,85.9,78.5,c,c,c,1.2,c,c,c,c,c,c,1.2,c,c,6.1,11.7,c,c,c,2.5,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female White and Asian,Number of students,Revised,z,715,635,594,c,c,c,5,c,c,c,c,c,c,14,c,c,27,70,c,c,c,10,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female White and Asian,Percentage,Revised,z,715,88.8,83.1,c,c,c,0.7,c,c,c,c,c,c,2,c,c,3.8,9.8,c,c,c,1.4,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female White and Black African,Number of students,Revised,z,606,560,540,c,c,c,9,c,c,c,c,c,c,9,c,c,11,38,c,c,c,8,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female White and Black African,Percentage,Revised,z,606,92.4,89.1,c,c,c,1.5,c,c,c,c,c,c,1.5,c,c,1.8,6.3,c,c,c,1.3,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female White and Black Caribbean,Number of students,Revised,z,1605,1385,1312,c,c,c,11,c,c,c,c,c,c,32,c,c,41,186,c,c,c,34,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Female White and Black Caribbean,Percentage,Revised,z,1605,86.3,81.7,c,c,c,0.7,c,c,c,c,c,c,2,c,c,2.6,11.6,c,c,c,2.1,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Any Other Asian Background,Number of students,Revised,z,1166,1079,1059,c,c,c,6,c,c,c,c,c,c,8,c,c,12,63,c,c,c,24,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Any Other Asian Background,Percentage,Revised,z,1166,92.5,90.8,c,c,c,0.5,c,c,c,c,c,c,0.7,c,c,1,5.4,c,c,c,2.1,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Any Other Black Background,Number of students,Revised,z,795,704,674,c,c,c,4,c,c,c,c,c,c,20,c,c,10,66,c,c,c,25,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Any Other Black Background,Percentage,Revised,z,795,88.6,84.8,c,c,c,0.5,c,c,c,c,c,c,2.5,c,c,1.3,8.3,c,c,c,3.1,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Any Other Ethnic Group,Number of students,Revised,z,1975,1796,1771,c,c,c,15,c,c,c,c,c,c,8,c,c,17,126,c,c,c,53,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Any Other Ethnic Group,Percentage,Revised,z,1975,90.9,89.7,c,c,c,0.8,c,c,c,c,c,c,0.4,c,c,0.9,6.4,c,c,c,2.7,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Any Other Mixed Background,Number of students,Revised,z,1465,1291,1221,c,c,c,12,c,c,c,c,c,c,39,c,c,31,131,c,c,c,43,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Any Other Mixed Background,Percentage,Revised,z,1465,88.1,83.3,c,c,c,0.8,c,c,c,c,c,c,2.7,c,c,2.1,8.9,c,c,c,2.9,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Any Other White Background,Number of students,Revised,z,2829,2491,2414,c,c,c,16,c,c,c,c,c,c,39,c,c,38,216,c,c,c,122,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Any Other White Background,Percentage,Revised,z,2829,88.1,85.3,c,c,c,0.6,c,c,c,c,c,c,1.4,c,c,1.3,7.6,c,c,c,4.3,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Bangladeshi,Number of students,Revised,z,2054,1907,1883,c,c,c,11,c,c,c,c,c,c,12,c,c,12,106,c,c,c,41,c,c
201617,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex and Ethnicity Minor,Disadvantaged Male Bangladeshi,Percentage,Revised,z,2054,92.8,91.7,c,c,c,0.5,c,c,c,c,c,c,0.6,c,c,0.6,5.2,c,c,c,2,c,c
