"geographic_level","area","SSA","Level","sex","Achievements","Enrolments","Total","Total_ach","Total_enr","pcAch","pcEnr"
"country","England","History, Philosophy and Theology","E","Total",160,180,"Total",416600,492080,0.000384061449831973,0.000365794179808161
"country","England","History, Philosophy and Theology","E","Female",90,100,"Total",264110,308950,0.000340767104615501,0.000323676970383557
"country","England","History, Philosophy and Theology","E","Male",60,80,"Total",152490,183130,0.000393468424158961,0.000436848140665101
"country","England","Information and Communication Technology","E","Total",21310,27000,"Total",416600,492080,0.0511521843494959,0.0548691269712242
"country","England","Information and Communication Technology","E","Female",14060,17520,"Total",264110,308950,0.0532353943432661,0.0567082052111992
"country","England","Information and Communication Technology","E","Male",7250,9480,"Total",152490,183130,0.0475441012525412,0.0517665046688145
"country","England","Languages, Literature and Culture","E","Total",3230,3840,"Total",416600,492080,0.00775324051848296,0.00780360916924077
"country","England","Languages, Literature and Culture","E","Female",2090,2360,"Total",264110,308950,0.00791336942940441,0.00763877650105195
"country","England","Languages, Literature and Culture","E","Male",1140,1490,"Total",152490,183130,0.00747590005902026,0.00813629661988751
"country","England","Leisure, Travel and Tourism","E","Total",1970,2210,"Total",416600,492080,0.00472875660105617,0.00449113965208909
"country","England","Leisure, Travel and Tourism","E","Female",1490,1680,"Total",264110,308950,0.00564158873196774,0.00543777310244376
"country","England","Leisure, Travel and Tourism","E","Male",480,530,"Total",152490,183130,0.00314774739327169,0.0028941189319063
"country","England","Preparation for Life and Work","E","Total",359030,425540,"Total",416600,492080,0.861809889582333,0.86477808486425
"country","England","Preparation for Life and Work","E","Female",227420,266810,"Total",264110,308950,0.861080610351747,0.863602524680369
"country","England","Preparation for Life and Work","E","Male",131610,158730,"Total",152490,183130,0.863072988392682,0.866761317097144
"country","England","Retail and Commercial Enterprise","E","Total",2630,2810,"Total",416600,492080,0.00631301008161306,0.00571045358478296
"country","England","Retail and Commercial Enterprise","E","Female",1560,1670,"Total",264110,308950,0.00590662981333535,0.00540540540540541
"country","England","Retail and Commercial Enterprise","E","Male",1070,1140,"Total",152490,183130,0.00701685356416814,0.00622508600447769
"country","England","Science and Mathematics","E","Total",490,530,"Total",416600,492080,0.00117618819011042,0.00107706064054625
"country","England","Science and Mathematics","E","Female",300,320,"Total",264110,308950,0.00113589034871834,0.00103576630522738
"country","England","Science and Mathematics","E","Male",190,210,"Total",152490,183130,0.00124598334317004,0.00114672636924589
"country","England","Social Sciences","E","Total",40,80,"Total",416600,492080,9.60153624579933e-05,0.000162575191025849
"country","England","Social Sciences","E","Female",NA,10,"Total",264110,308950,NA,3.23676970383557e-05
"country","England","Social Sciences","E","Male",40,70,"Total",152490,183130,0.000262312282772641,0.000382242123081964
"country","England","Agriculture, Horticulture and Animal Care","Not Assigned","Total",60,60,"Total",53100,67530,0.00112994350282486,0.000888494002665482
"country","England","Agriculture, Horticulture and Animal Care","Not Assigned","Female",50,50,"Total",19980,24940,0.0025025025025025,0.00200481154771451
"country","England","Agriculture, Horticulture and Animal Care","Not Assigned","Male",10,10,"Total",33120,42590,0.000301932367149758,0.000234796900680911
"country","England","Arts, Media and Publishing","Not Assigned","Total",1210,1340,"Total",53100,67530,0.0227871939736347,0.0198430327261958
"country","England","Arts, Media and Publishing","Not Assigned","Female",1000,1100,"Total",19980,24940,0.0500500500500501,0.0441058540497193
"country","England","Arts, Media and Publishing","Not Assigned","Male",210,230,"Total",33120,42590,0.00634057971014493,0.00540032871566095
"country","England","Business, Administration and Law","Not Assigned","Total",120,130,"Total",53100,67530,0.00225988700564972,0.00192507033910854
"country","England","Business, Administration and Law","Not Assigned","Female",100,100,"Total",19980,24940,0.005005005005005,0.00400962309542903
"country","England","Business, Administration and Law","Not Assigned","Male",20,20,"Total",33120,42590,0.000603864734299517,0.000469593801361822
"country","England","Construction, Planning and the Built Environment","Not Assigned","Total",7980,8930,"Total",53100,67530,0.150282485875706,0.132237524063379
"country","England","Construction, Planning and the Built Environment","Not Assigned","Female",320,360,"Total",19980,24940,0.016016016016016,0.0144346431435445
"country","England","Construction, Planning and the Built Environment","Not Assigned","Male",7660,8580,"Total",33120,42590,0.231280193236715,0.201455740784222
"country","England","Education and Training","Not Assigned","Total",60,80,"Total",53100,67530,0.00112994350282486,0.00118465867022064
"country","England","Education and Training","Not Assigned","Female",50,70,"Total",19980,24940,0.0025025025025025,0.00280673616680032
"country","England","Education and Training","Not Assigned","Male",10,10,"Total",33120,42590,0.000301932367149758,0.000234796900680911
"country","England","Engineering and Manufacturing Technologies","Not Assigned","Total",1890,2470,"Total",53100,67530,0.0355932203389831,0.0365763364430623
"country","England","Engineering and Manufacturing Technologies","Not Assigned","Female",170,200,"Total",19980,24940,0.00850850850850851,0.00801924619085806
"country","England","Engineering and Manufacturing Technologies","Not Assigned","Male",1730,2280,"Total",33120,42590,0.0522342995169082,0.0535336933552477
"country","England","Health, Public Services and Care","Not Assigned","Total",4400,4900,"Total",53100,67530,0.0828625235404896,0.0725603435510144
"country","England","Health, Public Services and Care","Not Assigned","Female",1260,1400,"Total",19980,24940,0.0630630630630631,0.0561347233360064
"country","England","Health, Public Services and Care","Not Assigned","Male",3150,3500,"Total",33120,42590,0.0951086956521739,0.0821789152383189
"country","England","History, Philosophy and Theology","Not Assigned","Total",140,160,"Total",53100,67530,0.00263653483992467,0.00236931734044129
"country","England","History, Philosophy and Theology","Not Assigned","Female",130,150,"Total",19980,24940,0.00650650650650651,0.00601443464314354
"country","England","History, Philosophy and Theology","Not Assigned","Male",10,20,"Total",33120,42590,0.000301932367149758,0.000469593801361822
"country","England","Information and Communication Technology","Not Assigned","Total",2400,2490,"Total",53100,67530,0.0451977401129944,0.0368725011106175
"country","England","Information and Communication Technology","Not Assigned","Female",1460,1510,"Total",19980,24940,0.0730730730730731,0.0605453087409783
"country","England","Information and Communication Technology","Not Assigned","Male",940,980,"Total",33120,42590,0.0283816425120773,0.0230100962667293
"country","England","Languages, Literature and Culture","Not Assigned","Total",760,820,"Total",53100,67530,0.0143126177024482,0.0121427513697616
"country","England","Languages, Literature and Culture","Not Assigned","Female",600,660,"Total",19980,24940,0.03003003003003,0.0264635124298316
"country","England","Languages, Literature and Culture","Not Assigned","Male",160,170,"Total",33120,42590,0.00483091787439614,0.00399154731157549
"country","England","Leisure, Travel and Tourism","Not Assigned","Total",680,930,"Total",53100,67530,0.0128060263653484,0.013771657041315
"country","England","Leisure, Travel and Tourism","Not Assigned","Female",460,610,"Total",19980,24940,0.023023023023023,0.0244587008821171
"country","England","Leisure, Travel and Tourism","Not Assigned","Male",220,330,"Total",33120,42590,0.00664251207729469,0.00774829772247006
"country","England","Not Applicable/ Not Known","Not Assigned","Total",5030,10860,"Total",53100,67530,0.0947269303201507,0.160817414482452
"country","England","Not Applicable/ Not Known","Not Assigned","Female",1780,3880,"Total",19980,24940,0.0890890890890891,0.155573376102646
"country","England","Not Applicable/ Not Known","Not Assigned","Male",3240,6980,"Total",33120,42590,0.0978260869565217,0.163888236675276
"country","England","Preparation for Life and Work","Not Assigned","Total",27080,32290,"Total",53100,67530,0.509981167608286,0.478157855767807
"country","England","Preparation for Life and Work","Not Assigned","Female",12330,14490,"Total",19980,24940,0.617117117117117,0.580994386527666
"country","England","Preparation for Life and Work","Not Assigned","Male",14750,17800,"Total",33120,42590,0.445350241545894,0.417938483212022
"country","England","Retail and Commercial Enterprise","Not Assigned","Total",1220,1960,"Total",53100,67530,0.0229755178907721,0.0290241374204057
"country","England","Retail and Commercial Enterprise","Not Assigned","Female",240,310,"Total",19980,24940,0.012012012012012,0.01242983159583
"country","England","Retail and Commercial Enterprise","Not Assigned","Male",990,1660,"Total",33120,42590,0.0298913043478261,0.0389762855130312
"country","England","Science and Mathematics","Not Assigned","Total",70,100,"Total",53100,67530,0.00131826741996234,0.0014808233377758
"country","England","Science and Mathematics","Not Assigned","Female",40,60,"Total",19980,24940,0.002002002002002,0.00240577385725742
"country","England","Science and Mathematics","Not Assigned","Male",30,40,"Total",33120,42590,0.000905797101449275,0.000939187602723644
"country","England","Social Sciences","Not Assigned","Total",NA,NA,"Total",53100,67530,NA,NA
"country","England","Social Sciences","Not Assigned","Female",NA,NA,"Total",19980,24940,NA,NA
"country","England","Social Sciences","Not Assigned","Male",NA,NA,"Total",33120,42590,NA,NA
"LEP","Black Country","Agriculture, Horticulture and Animal Care","1","Female",40,50,"Total",4370,5970,0.0091533180778032,0.00837520938023451
"LEP","Black Country","Agriculture, Horticulture and Animal Care","1","Male",80,80,"Total",3070,4100,0.0260586319218241,0.0195121951219512
"LEP","Black Country","Agriculture, Horticulture and Animal Care","1","Total",110,140,"Total",7440,10090,0.0147849462365591,0.0138751238850347
"LEP","Black Country","Agriculture, Horticulture and Animal Care","2","Female",70,80,"Total",5950,9010,0.0117647058823529,0.00887902330743618
"LEP","Black Country","Agriculture, Horticulture and Animal Care","2","Male",20,30,"Total",5430,7320,0.00368324125230203,0.00409836065573771
