"metric","breakdown","geogConcat","subgroup","Occupation (SOC2020 Major Group)"
"L3PlusRate","Gender","Warwickshire LSIP","Females","All"
"L3PlusRate","Gender","Warwickshire LSIP","Males","All"
"L3PlusRate","Gender","West London Alliance LSIP","Females","All"
"L3PlusRate","Gender","West London Alliance LSIP","Males","All"
"L3PlusRate","Gender","West Midlands CA","Females","All"
"L3PlusRate","Gender","West Midlands CA","Males","All"
"L3PlusRate","Gender","West Midlands LSIP","Females","All"
"L3PlusRate","Gender","West Midlands LSIP","Males","All"
"L3PlusRate","Gender","West Yorkshire CA","Females","All"
"L3PlusRate","Gender","West Yorkshire CA","Males","All"
"L3PlusRate","Gender","West Yorkshire LSIP","Females","All"
"L3PlusRate","Gender","West Yorkshire LSIP","Males","All"
"L3PlusRate","Gender","West of England CA","Males","All"
"L3PlusRate","Gender","West of England CA","Females","All"
"L3PlusRate","Gender","West of England and North Somerset LSIP","Males","All"
"L3PlusRate","Gender","West of England and North Somerset LSIP","Females","All"
"L3PlusRate","Gender","Worcestershire LSIP","Females","All"
"L3PlusRate","Gender","Worcestershire LSIP","Males","All"
"L3PlusRate","Gender","York and North Yorkshire CA","Males","All"
"L3PlusRate","Gender","York and North Yorkshire CA","Females","All"
"L3PlusRate","Gender","York and North Yorkshire LSIP","Males","All"
"L3PlusRate","Gender","York and North Yorkshire LSIP","Females","All"
"L4PlusRate","Age","Buckinghamshire LSIP","30-39","All"
"L4PlusRate","Age","Buckinghamshire LSIP","25-29","All"
"L4PlusRate","Age","Buckinghamshire LSIP","40-49","All"
"L4PlusRate","Age","Buckinghamshire LSIP","50-64","All"
"L4PlusRate","Age","Buckinghamshire LSIP","20-24","All"
"L4PlusRate","Age","Buckinghamshire LSIP","16-19","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough CA","30-39","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough CA","25-29","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough CA","40-49","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough CA","50-64","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough CA","20-24","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough CA","16-19","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough LSIP","30-39","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough LSIP","25-29","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough LSIP","40-49","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough LSIP","50-64","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough LSIP","20-24","All"
"L4PlusRate","Age","Cambridgeshire and Peterborough LSIP","16-19","All"
"L4PlusRate","Age","Central London Forward LSIP","25-29","All"
"L4PlusRate","Age","Central London Forward LSIP","30-39","All"
"L4PlusRate","Age","Central London Forward LSIP","40-49","All"
"L4PlusRate","Age","Central London Forward LSIP","50-64","All"
"L4PlusRate","Age","Central London Forward LSIP","20-24","All"
"L4PlusRate","Age","Central London Forward LSIP","16-19","All"
"L4PlusRate","Age","Cheshire and Warrington LSIP","40-49","All"
"L4PlusRate","Age","Cheshire and Warrington LSIP","30-39","All"
"L4PlusRate","Age","Cheshire and Warrington LSIP","25-29","All"
"L4PlusRate","Age","Cheshire and Warrington LSIP","50-64","All"
"L4PlusRate","Age","Cheshire and Warrington LSIP","20-24","All"
"L4PlusRate","Age","Cheshire and Warrington LSIP","16-19","All"
"L4PlusRate","Age","Cornwall and the Isles of Scilly LSIP","30-39","All"
"L4PlusRate","Age","Cornwall and the Isles of Scilly LSIP","40-49","All"
"L4PlusRate","Age","Cornwall and the Isles of Scilly LSIP","25-29","All"
"L4PlusRate","Age","Cornwall and the Isles of Scilly LSIP","20-24","All"
"L4PlusRate","Age","Cornwall and the Isles of Scilly LSIP","50-64","All"
"L4PlusRate","Age","Cornwall and the Isles of Scilly LSIP","16-19","All"
"L4PlusRate","Age","Cumbria LSIP","40-49","All"
"L4PlusRate","Age","Cumbria LSIP","30-39","All"
"L4PlusRate","Age","Cumbria LSIP","25-29","All"
"L4PlusRate","Age","Cumbria LSIP","50-64","All"
"L4PlusRate","Age","Cumbria LSIP","20-24","All"
"L4PlusRate","Age","Cumbria LSIP","16-19","All"
"L4PlusRate","Age","Devon and Torbay CA","40-49","All"
"L4PlusRate","Age","Devon and Torbay CA","30-39","All"
"L4PlusRate","Age","Devon and Torbay CA","50-64","All"
"L4PlusRate","Age","Devon and Torbay CA","20-24","All"
"L4PlusRate","Age","Devon and Torbay CA","25-29","All"
"L4PlusRate","Age","Devon and Torbay CA","16-19","All"
"L4PlusRate","Age","Dorset LSIP","40-49","All"
"L4PlusRate","Age","Dorset LSIP","30-39","All"
"L4PlusRate","Age","Dorset LSIP","25-29","All"
"L4PlusRate","Age","Dorset LSIP","50-64","All"
"L4PlusRate","Age","Dorset LSIP","20-24","All"
"L4PlusRate","Age","Dorset LSIP","16-19","All"
"L4PlusRate","Age","East Midlands CA","25-29","All"
"L4PlusRate","Age","East Midlands CA","30-39","All"
"L4PlusRate","Age","East Midlands CA","40-49","All"
"L4PlusRate","Age","East Midlands CA","50-64","All"
"L4PlusRate","Age","East Midlands CA","20-24","All"
"L4PlusRate","Age","East Midlands CA","16-19","All"
"L4PlusRate","Age","East Midlands LSIP","25-29","All"
"L4PlusRate","Age","East Midlands LSIP","30-39","All"
"L4PlusRate","Age","East Midlands LSIP","40-49","All"
"L4PlusRate","Age","East Midlands LSIP","50-64","All"
"L4PlusRate","Age","East Midlands LSIP","20-24","All"
"L4PlusRate","Age","East Midlands LSIP","16-19","All"
"L4PlusRate","Age","England","30-39","All"
"L4PlusRate","Age","England","25-29","All"
"L4PlusRate","Age","England","40-49","All"
"L4PlusRate","Age","England","50-64","All"
"L4PlusRate","Age","England","20-24","All"
"L4PlusRate","Age","England","16-19","All"
"L4PlusRate","Age","Gloucestershire LSIP","30-39","All"
"L4PlusRate","Age","Gloucestershire LSIP","40-49","All"
"L4PlusRate","Age","Gloucestershire LSIP","25-29","All"
"L4PlusRate","Age","Gloucestershire LSIP","20-24","All"
"L4PlusRate","Age","Gloucestershire LSIP","50-64","All"
"L4PlusRate","Age","Gloucestershire LSIP","16-19","All"
"L4PlusRate","Age","Greater Devon LSIP","40-49","All"
"L4PlusRate","Age","Greater Devon LSIP","30-39","All"
"L4PlusRate","Age","Greater Devon LSIP","50-64","All"
"L4PlusRate","Age","Greater Devon LSIP","25-29","All"
"L4PlusRate","Age","Greater Devon LSIP","20-24","All"
"L4PlusRate","Age","Greater Devon LSIP","16-19","All"
"L4PlusRate","Age","Greater Essex LSIP","30-39","All"
"L4PlusRate","Age","Greater Essex LSIP","25-29","All"
"L4PlusRate","Age","Greater Essex LSIP","40-49","All"
"L4PlusRate","Age","Greater Essex LSIP","50-64","All"
"L4PlusRate","Age","Greater Essex LSIP","20-24","All"
"L4PlusRate","Age","Greater Essex LSIP","16-19","All"
"L4PlusRate","Age","Greater Lincolnshire CA","25-29","All"
"L4PlusRate","Age","Greater Lincolnshire CA","30-39","All"
"L4PlusRate","Age","Greater Lincolnshire CA","40-49","All"
"L4PlusRate","Age","Greater Lincolnshire CA","50-64","All"
"L4PlusRate","Age","Greater Lincolnshire CA","20-24","All"
"L4PlusRate","Age","Greater Lincolnshire CA","16-19","All"
"L4PlusRate","Age","Greater Lincolnshire LSIP","25-29","All"
"L4PlusRate","Age","Greater Lincolnshire LSIP","30-39","All"
"L4PlusRate","Age","Greater Lincolnshire LSIP","40-49","All"
"L4PlusRate","Age","Greater Lincolnshire LSIP","50-64","All"
"L4PlusRate","Age","Greater Lincolnshire LSIP","20-24","All"
"L4PlusRate","Age","Greater Lincolnshire LSIP","16-19","All"
"L4PlusRate","Age","Greater London Authority CA","25-29","All"
"L4PlusRate","Age","Greater London Authority CA","30-39","All"
"L4PlusRate","Age","Greater London Authority CA","40-49","All"
"L4PlusRate","Age","Greater London Authority CA","50-64","All"
"L4PlusRate","Age","Greater London Authority CA","20-24","All"
"L4PlusRate","Age","Greater London Authority CA","16-19","All"
"L4PlusRate","Age","Greater Manchester CA","30-39","All"
"L4PlusRate","Age","Greater Manchester CA","25-29","All"
"L4PlusRate","Age","Greater Manchester CA","40-49","All"
"L4PlusRate","Age","Greater Manchester CA","50-64","All"
"L4PlusRate","Age","Greater Manchester CA","20-24","All"
"L4PlusRate","Age","Greater Manchester CA","16-19","All"
"L4PlusRate","Age","Greater Manchester LSIP","30-39","All"
"L4PlusRate","Age","Greater Manchester LSIP","25-29","All"
"L4PlusRate","Age","Greater Manchester LSIP","40-49","All"
"L4PlusRate","Age","Greater Manchester LSIP","50-64","All"
"L4PlusRate","Age","Greater Manchester LSIP","20-24","All"
"L4PlusRate","Age","Greater Manchester LSIP","16-19","All"
"L4PlusRate","Age","Hampshire and the Solent LSIP","30-39","All"
"L4PlusRate","Age","Hampshire and the Solent LSIP","40-49","All"
"L4PlusRate","Age","Hampshire and the Solent LSIP","25-29","All"
"L4PlusRate","Age","Hampshire and the Solent LSIP","50-64","All"
"L4PlusRate","Age","Hampshire and the Solent LSIP","20-24","All"
"L4PlusRate","Age","Hampshire and the Solent LSIP","16-19","All"
"L4PlusRate","Age","Hertfordshire LSIP","40-49","All"
"L4PlusRate","Age","Hertfordshire LSIP","30-39","All"
"L4PlusRate","Age","Hertfordshire LSIP","25-29","All"
"L4PlusRate","Age","Hertfordshire LSIP","50-64","All"
"L4PlusRate","Age","Hertfordshire LSIP","20-24","All"
"L4PlusRate","Age","Hertfordshire LSIP","16-19","All"
"L4PlusRate","Age","Hull and East Yorkshire CA","30-39","All"
"L4PlusRate","Age","Hull and East Yorkshire CA","25-29","All"
"L4PlusRate","Age","Hull and East Yorkshire CA","40-49","All"
"L4PlusRate","Age","Hull and East Yorkshire CA","50-64","All"
"L4PlusRate","Age","Hull and East Yorkshire CA","20-24","All"
"L4PlusRate","Age","Hull and East Yorkshire CA","16-19","All"
"L4PlusRate","Age","Hull and East Yorkshire LSIP","30-39","All"
"L4PlusRate","Age","Hull and East Yorkshire LSIP","25-29","All"
"L4PlusRate","Age","Hull and East Yorkshire LSIP","40-49","All"
"L4PlusRate","Age","Hull and East Yorkshire LSIP","50-64","All"
"L4PlusRate","Age","Hull and East Yorkshire LSIP","20-24","All"
"L4PlusRate","Age","Hull and East Yorkshire LSIP","16-19","All"
"L4PlusRate","Age","Kent and Medway LSIP","40-49","All"
"L4PlusRate","Age","Kent and Medway LSIP","30-39","All"
"L4PlusRate","Age","Kent and Medway LSIP","25-29","All"
"L4PlusRate","Age","Kent and Medway LSIP","50-64","All"
"L4PlusRate","Age","Kent and Medway LSIP","20-24","All"
"L4PlusRate","Age","Kent and Medway LSIP","16-19","All"
"L4PlusRate","Age","Lancashire CA","25-29","All"
"L4PlusRate","Age","Lancashire CA","30-39","All"
"L4PlusRate","Age","Lancashire CA","40-49","All"
"L4PlusRate","Age","Lancashire CA","50-64","All"
"L4PlusRate","Age","Lancashire CA","20-24","All"
"L4PlusRate","Age","Lancashire CA","16-19","All"
"L4PlusRate","Age","Lancashire LSIP","25-29","All"
"L4PlusRate","Age","Lancashire LSIP","30-39","All"
"L4PlusRate","Age","Lancashire LSIP","40-49","All"
"L4PlusRate","Age","Lancashire LSIP","50-64","All"
"L4PlusRate","Age","Lancashire LSIP","20-24","All"
"L4PlusRate","Age","Lancashire LSIP","16-19","All"
"L4PlusRate","Age","Leicester, Leicestershire and Rutland LSIP","25-29","All"
"L4PlusRate","Age","Leicester, Leicestershire and Rutland LSIP","30-39","All"
"L4PlusRate","Age","Leicester, Leicestershire and Rutland LSIP","40-49","All"
"L4PlusRate","Age","Leicester, Leicestershire and Rutland LSIP","50-64","All"
"L4PlusRate","Age","Leicester, Leicestershire and Rutland LSIP","20-24","All"
"L4PlusRate","Age","Leicester, Leicestershire and Rutland LSIP","16-19","All"
"L4PlusRate","Age","Liverpool City Region CA","30-39","All"
"L4PlusRate","Age","Liverpool City Region CA","25-29","All"
"L4PlusRate","Age","Liverpool City Region CA","40-49","All"
"L4PlusRate","Age","Liverpool City Region CA","50-64","All"
"L4PlusRate","Age","Liverpool City Region CA","20-24","All"
"L4PlusRate","Age","Liverpool City Region CA","16-19","All"
"L4PlusRate","Age","Liverpool City Region LSIP","30-39","All"
"L4PlusRate","Age","Liverpool City Region LSIP","25-29","All"
"L4PlusRate","Age","Liverpool City Region LSIP","40-49","All"
"L4PlusRate","Age","Liverpool City Region LSIP","50-64","All"
"L4PlusRate","Age","Liverpool City Region LSIP","20-24","All"
"L4PlusRate","Age","Liverpool City Region LSIP","16-19","All"
"L4PlusRate","Age","Local London LSIP","25-29","All"
"L4PlusRate","Age","Local London LSIP","30-39","All"
"L4PlusRate","Age","Local London LSIP","40-49","All"
"L4PlusRate","Age","Local London LSIP","50-64","All"
"L4PlusRate","Age","Local London LSIP","20-24","All"
"L4PlusRate","Age","Local London LSIP","16-19","All"
"L4PlusRate","Age","Norfolk and Suffolk LSIP","25-29","All"
"L4PlusRate","Age","Norfolk and Suffolk LSIP","30-39","All"
"L4PlusRate","Age","Norfolk and Suffolk LSIP","40-49","All"
"L4PlusRate","Age","Norfolk and Suffolk LSIP","50-64","All"
"L4PlusRate","Age","Norfolk and Suffolk LSIP","20-24","All"
"L4PlusRate","Age","Norfolk and Suffolk LSIP","16-19","All"
"L4PlusRate","Age","North East CA","30-39","All"
"L4PlusRate","Age","North East CA","25-29","All"
"L4PlusRate","Age","North East CA","40-49","All"
"L4PlusRate","Age","North East CA","50-64","All"
"L4PlusRate","Age","North East CA","20-24","All"
"L4PlusRate","Age","North East CA","16-19","All"
"L4PlusRate","Age","North East LSIP","30-39","All"
"L4PlusRate","Age","North East LSIP","25-29","All"
"L4PlusRate","Age","North East LSIP","40-49","All"
"L4PlusRate","Age","North East LSIP","50-64","All"
"L4PlusRate","Age","North East LSIP","20-24","All"
"L4PlusRate","Age","North East LSIP","16-19","All"
"L4PlusRate","Age","Oxfordshire LSIP","40-49","All"
"L4PlusRate","Age","Oxfordshire LSIP","25-29","All"
"L4PlusRate","Age","Oxfordshire LSIP","30-39","All"
"L4PlusRate","Age","Oxfordshire LSIP","50-64","All"
"L4PlusRate","Age","Oxfordshire LSIP","20-24","All"
"L4PlusRate","Age","Oxfordshire LSIP","16-19","All"
"L4PlusRate","Age","Somerset LSIP","30-39","All"
"L4PlusRate","Age","Somerset LSIP","25-29","All"
"L4PlusRate","Age","Somerset LSIP","40-49","All"
"L4PlusRate","Age","Somerset LSIP","50-64","All"
"L4PlusRate","Age","Somerset LSIP","20-24","All"
"L4PlusRate","Age","Somerset LSIP","16-19","All"
"L4PlusRate","Age","South London Partnership LSIP","30-39","All"
"L4PlusRate","Age","South London Partnership LSIP","25-29","All"
"L4PlusRate","Age","South London Partnership LSIP","40-49","All"
"L4PlusRate","Age","South London Partnership LSIP","50-64","All"
"L4PlusRate","Age","South London Partnership LSIP","20-24","All"
"L4PlusRate","Age","South London Partnership LSIP","16-19","All"
"L4PlusRate","Age","South Yorkshire CA","30-39","All"
"L4PlusRate","Age","South Yorkshire CA","25-29","All"
"L4PlusRate","Age","South Yorkshire CA","40-49","All"
"L4PlusRate","Age","South Yorkshire CA","50-64","All"
"L4PlusRate","Age","South Yorkshire CA","20-24","All"
"L4PlusRate","Age","South Yorkshire CA","16-19","All"
"L4PlusRate","Age","South Yorkshire LSIP","30-39","All"
"L4PlusRate","Age","South Yorkshire LSIP","25-29","All"
"L4PlusRate","Age","South Yorkshire LSIP","40-49","All"
"L4PlusRate","Age","South Yorkshire LSIP","50-64","All"
"L4PlusRate","Age","South Yorkshire LSIP","20-24","All"
"L4PlusRate","Age","South Yorkshire LSIP","16-19","All"
"L4PlusRate","Age","South-East Midlands LSIP","40-49","All"
"L4PlusRate","Age","South-East Midlands LSIP","25-29","All"
"L4PlusRate","Age","South-East Midlands LSIP","30-39","All"
"L4PlusRate","Age","South-East Midlands LSIP","50-64","All"
"L4PlusRate","Age","South-East Midlands LSIP","20-24","All"
"L4PlusRate","Age","South-East Midlands LSIP","16-19","All"
"L4PlusRate","Age","Stoke-on-Trent and Staffordshire LSIP","25-29","All"
"L4PlusRate","Age","Stoke-on-Trent and Staffordshire LSIP","30-39","All"
"L4PlusRate","Age","Stoke-on-Trent and Staffordshire LSIP","40-49","All"
"L4PlusRate","Age","Stoke-on-Trent and Staffordshire LSIP","20-24","All"
"L4PlusRate","Age","Stoke-on-Trent and Staffordshire LSIP","50-64","All"
"L4PlusRate","Age","Stoke-on-Trent and Staffordshire LSIP","16-19","All"
"L4PlusRate","Age","Surrey LSIP","40-49","All"
"L4PlusRate","Age","Surrey LSIP","25-29","All"
"L4PlusRate","Age","Surrey LSIP","30-39","All"
"L4PlusRate","Age","Surrey LSIP","50-64","All"
"L4PlusRate","Age","Surrey LSIP","20-24","All"
"L4PlusRate","Age","Surrey LSIP","16-19","All"
"L4PlusRate","Age","Sussex and Brighton LSIP","40-49","All"
"L4PlusRate","Age","Sussex and Brighton LSIP","30-39","All"
"L4PlusRate","Age","Sussex and Brighton LSIP","25-29","All"
"L4PlusRate","Age","Sussex and Brighton LSIP","50-64","All"
"L4PlusRate","Age","Sussex and Brighton LSIP","20-24","All"
"L4PlusRate","Age","Sussex and Brighton LSIP","16-19","All"
"L4PlusRate","Age","Swindon and Wiltshire LSIP","40-49","All"
"L4PlusRate","Age","Swindon and Wiltshire LSIP","50-64","All"
"L4PlusRate","Age","Swindon and Wiltshire LSIP","25-29","All"
"L4PlusRate","Age","Swindon and Wiltshire LSIP","30-39","All"
"L4PlusRate","Age","Swindon and Wiltshire LSIP","20-24","All"
"L4PlusRate","Age","Swindon and Wiltshire LSIP","16-19","All"
"L4PlusRate","Age","Tees Valley CA","25-29","All"
"L4PlusRate","Age","Tees Valley CA","30-39","All"
"L4PlusRate","Age","Tees Valley CA","40-49","All"
"L4PlusRate","Age","Tees Valley CA","50-64","All"
"L4PlusRate","Age","Tees Valley CA","20-24","All"
"L4PlusRate","Age","Tees Valley CA","16-19","All"
"L4PlusRate","Age","Tees Valley LSIP","25-29","All"
"L4PlusRate","Age","Tees Valley LSIP","30-39","All"
"L4PlusRate","Age","Tees Valley LSIP","40-49","All"
"L4PlusRate","Age","Tees Valley LSIP","50-64","All"
"L4PlusRate","Age","Tees Valley LSIP","20-24","All"
"L4PlusRate","Age","Tees Valley LSIP","16-19","All"
"L4PlusRate","Age","Thames Valley Berkshire LSIP","30-39","All"
"L4PlusRate","Age","Thames Valley Berkshire LSIP","40-49","All"
"L4PlusRate","Age","Thames Valley Berkshire LSIP","25-29","All"
"L4PlusRate","Age","Thames Valley Berkshire LSIP","50-64","All"
"L4PlusRate","Age","Thames Valley Berkshire LSIP","20-24","All"
"L4PlusRate","Age","Thames Valley Berkshire LSIP","16-19","All"
"L4PlusRate","Age","The Marches LSIP","40-49","All"
"L4PlusRate","Age","The Marches LSIP","25-29","All"
"L4PlusRate","Age","The Marches LSIP","30-39","All"
"L4PlusRate","Age","The Marches LSIP","50-64","All"
"L4PlusRate","Age","The Marches LSIP","20-24","All"
"L4PlusRate","Age","The Marches LSIP","16-19","All"
"L4PlusRate","Age","Warwickshire LSIP","25-29","All"
"L4PlusRate","Age","Warwickshire LSIP","30-39","All"
"L4PlusRate","Age","Warwickshire LSIP","40-49","All"
"L4PlusRate","Age","Warwickshire LSIP","50-64","All"
"L4PlusRate","Age","Warwickshire LSIP","20-24","All"
"L4PlusRate","Age","Warwickshire LSIP","16-19","All"
"L4PlusRate","Age","West London Alliance LSIP","25-29","All"
"L4PlusRate","Age","West London Alliance LSIP","30-39","All"
"L4PlusRate","Age","West London Alliance LSIP","40-49","All"
"L4PlusRate","Age","West London Alliance LSIP","50-64","All"
