"geographic_level","area","Summary Profession Category","Detailed Profession Category","time_period","vacancies"
"LEP","Buckinghamshire","Cleaning and Maintenance","Cleaning and Maintenance Managers","Oct 22","40"
"LEP","Buckinghamshire","Cleaning and Maintenance","Interior Cleaners","Oct 22","195"
"LEP","Buckinghamshire","Cleaning and Maintenance","Municipal Cleaning Staff","Oct 22","10"
"LEP","Buckinghamshire","Cleaning and Maintenance","Vehicle and Equipment Cleaners","Oct 22","5"
"LEP","Buckinghamshire","Communication, Marketing and Public Relations","Business Managers and Agents","Oct 22","[x]"
"LEP","Buckinghamshire","Communication, Marketing and Public Relations","Communication, Marketing and Public Relations (other)","Oct 22","5"
"LEP","Buckinghamshire","Communication, Marketing and Public Relations","Communication, Marketing and Public Relations Managers","Oct 22","195"
"LEP","Buckinghamshire","Communication, Marketing and Public Relations","Fundraisers","Oct 22","25"
"LEP","Buckinghamshire","Communication, Marketing and Public Relations","Information and Public Relations Personnel","Oct 22","15"
"LEP","Buckinghamshire","Communication, Marketing and Public Relations","Marketing and Advertising Personnel","Oct 22","105"
"LEP","Buckinghamshire","Communication, Marketing and Public Relations","Publishers","Oct 22","[x]"
"LEP","Buckinghamshire","Communication, Marketing and Public Relations","Sales Promotion Personnel","Oct 22","10"
"LEP","Buckinghamshire","Construction and Mining","Borers and Drilling Supervisors","Oct 22","5"
"LEP","Buckinghamshire","Construction and Mining","Bricklayers and Stonemasons","Oct 22","5"
"LEP","Buckinghamshire","Construction and Mining","Civil Engineering Contractors and Project Leaders","Oct 22","5"
"LEP","Buckinghamshire","Construction and Mining","Concrete Construction Workers and Roofers","Oct 22","15"
"LEP","Buckinghamshire","Construction and Mining","Construction and Civil Engineering Machinists","Oct 22","20"
"LEP","Buckinghamshire","Construction and Mining","Construction and Mining (other)","Oct 22","[x]"
"LEP","Buckinghamshire","Construction and Mining","Construction and Mining Managers","Oct 22","5"
"LEP","Buckinghamshire","Construction and Mining","Construction Contractors","Oct 22","45"
"LEP","Buckinghamshire","Construction and Mining","Construction Finishers","Oct 22","150"
"LEP","Buckinghamshire","Construction and Mining","Construction Plumbers and Fitters","Oct 22","60"
"LEP","Buckinghamshire","Construction and Mining","Construction Project Leaders","Oct 22","65"
"LEP","Buckinghamshire","Construction and Mining","Ground and Road Workers","Oct 22","40"
"LEP","Buckinghamshire","Defence","Army Soldiers, Corporals and Petty Officers","Oct 22","[x]"
"LEP","Buckinghamshire","Defence","Defence (other)","Oct 22","15"
"LEP","Buckinghamshire","Education and Training","Art and Media Higher Education Teachers","Oct 22","10"
"LEP","Buckinghamshire","Education and Training","Chemical and Technical Higher Education Teachers","Oct 22","5"
"LEP","Buckinghamshire","Education and Training","Computing and Science Lecturers","Oct 22","[x]"
"LEP","Buckinghamshire","Education and Training","Course Leaders and Instructors","Oct 22","10"
"LEP","Buckinghamshire","Education and Training","Deans and Coordinators","Oct 22","25"
"LEP","Buckinghamshire","Education and Training","Education and Training (other)","Oct 22","80"
"LEP","Buckinghamshire","Education and Training","Educational Directors, Deputy Heads, and Headmasters","Oct 22","20"
"LEP","Buckinghamshire","Education and Training","Educational Support Staff","Oct 22","150"
"LEP","Buckinghamshire","Education and Training","Exact Sciences Higher Education Teachers","Oct 22","[x]"
"LEP","Buckinghamshire","Education and Training","Humanities Lecturers","Oct 22","5"
"LEP","Buckinghamshire","Education and Training","Language and Cultural Higher Education Teacher","Oct 22","[x]"
"LEP","Buckinghamshire","Education and Training","Law, Economics and Social Sciences Lecturers","Oct 22","10"
"LEP","Buckinghamshire","Education and Training","Medical Sciences Lecturers","Oct 22","10"
"LEP","Buckinghamshire","Education and Training","Primary School Teachers","Oct 22","165"
"LEP","Buckinghamshire","Education and Training","Scientists","Oct 22","20"
"LEP","Buckinghamshire","Education and Training","Secondary School Teachers","Oct 22","125"
"LEP","Buckinghamshire","Education and Training","Social and Health Higher Education Teachers","Oct 22","10"
"LEP","Buckinghamshire","Education and Training","Teacher Training Educators","Oct 22","[x]"
"LEP","Buckinghamshire","Education and Training","Technical and Vocational Secondary Education Teachers","Oct 22","45"
"LEP","Buckinghamshire","Education and Training","Technical Sciences Lecturers","Oct 22","[x]"
"LEP","Buckinghamshire","Education and Training","University Lecturers (other)","Oct 22","10"
"LEP","Buckinghamshire","Education and Training","Vocational Higher Education Teachers","Oct 22","10"
"LEP","Buckinghamshire","Education and Training","Vocational Secondary School Teachers","Oct 22","10"
"LEP","Buckinghamshire","Engineering","Business Administration and Engineering Experts","Oct 22","80"
"LEP","Buckinghamshire","Engineering","Chemical Engineers, Designers, and Technicians","Oct 22","20"
"LEP","Buckinghamshire","Engineering","Civil Engineering Draughtsmen and Designers","Oct 22","5"
"LEP","Buckinghamshire","Engineering","Civil Engineering Engineers, Designers, and Technicians","Oct 22","45"
"LEP","Buckinghamshire","Engineering","Construction Draughtsman and Designers","Oct 22","5"
"LEP","Buckinghamshire","Engineering","Construction Engineers, Designers, and Technicians","Oct 22","25"
"LEP","Buckinghamshire","Engineering","Electrical Draughtsmen and Engineers","Oct 22","[x]"
"LEP","Buckinghamshire","Engineering","Electrical Engineers, Designers, and Technicians","Oct 22","150"
"LEP","Buckinghamshire","Engineering","Engineering (other)","Oct 22","65"
"LEP","Buckinghamshire","Engineering","Engineering Calculators and Planners","Oct 22","85"
"LEP","Buckinghamshire","Engineering","Engineering Managers","Oct 22","60"
"LEP","Buckinghamshire","Engineering","Material and Process Technologists","Oct 22","10"
"LEP","Buckinghamshire","Engineering","Mechanical Engineering Draughtsmen and Designers","Oct 22","5"
"LEP","Buckinghamshire","Engineering","Mechanical Engineering Engineers, Designers, and Technicians","Oct 22","115"
"LEP","Buckinghamshire","Engineering","Surveyors and Cartographers","Oct 22","20"
"LEP","Buckinghamshire","Healthcare","Alternative Healers","Oct 22","[x]"
"LEP","Buckinghamshire","Healthcare","Care and Welfare Directors","Oct 22","25"
"LEP","Buckinghamshire","Healthcare","Care Assistants","Oct 22","420"
"LEP","Buckinghamshire","Healthcare","Care Managers","Oct 22","105"
"LEP","Buckinghamshire","Healthcare","Carers","Oct 22","100"
"LEP","Buckinghamshire","Healthcare","Childcare Employees","Oct 22","225"
"LEP","Buckinghamshire","Healthcare","Dentists and Dental Specialists","Oct 22","20"
"LEP","Buckinghamshire","Healthcare","Head Nurses and Coordinators","Oct 22","65"
"LEP","Buckinghamshire","Healthcare","Healthcare (other)","Oct 22","15"
"LEP","Buckinghamshire","Healthcare","Laboratory Technicians","Oct 22","10"
"LEP","Buckinghamshire","Healthcare","Medical Assistants","Oct 22","75"
"LEP","Buckinghamshire","Healthcare","Nursing","Oct 22","245"
"LEP","Buckinghamshire","Healthcare","Nutritionists and Therapists","Oct 22","90"
"LEP","Buckinghamshire","Healthcare","Pharmacists and Pharmacologists","Oct 22","25"
"LEP","Buckinghamshire","Healthcare","Physicians","Oct 22","70"
"LEP","Buckinghamshire","Healthcare","Psychologists and Educational Consultants","Oct 22","40"
"LEP","Buckinghamshire","Healthcare","Researchers and Analysts","Oct 22","55"
"LEP","Buckinghamshire","Healthcare","Specialised Nurses","Oct 22","185"
"LEP","Buckinghamshire","Healthcare","Specialists and Surgeons","Oct 22","50"
"LEP","Buckinghamshire","Healthcare","Technicians and Medical Device Makers","Oct 22","30"
"LEP","Buckinghamshire","Hospitality","Chefs and Other Food Preparers","Oct 22","250"
"LEP","Buckinghamshire","Hospitality","Hospitality (other)","Oct 22","5"
"LEP","Buckinghamshire","Hospitality","Hospitality and Catering Managers","Oct 22","100"
"LEP","Buckinghamshire","Hospitality","Hospitality and Catering Senior Personnel","Oct 22","35"
"LEP","Buckinghamshire","Hospitality","Hospitality and Service Personnel","Oct 22","210"
"LEP","Buckinghamshire","Hospitality","Hospitality Personnel (other)","Oct 22","15"
"LEP","Buckinghamshire","Hospitality","Kitchen Assistants","Oct 22","75"
"LEP","Buckinghamshire","Information and Communication Technology","Consultants and Specialists","Oct 22","105"
"LEP","Buckinghamshire","Information and Communication Technology","Database Specialists","Oct 22","45"
"LEP","Buckinghamshire","Information and Communication Technology","Information and Communication Technology (other)","Oct 22","20"
"LEP","Buckinghamshire","Information and Communication Technology","IT Coordinators","Oct 22","50"
"LEP","Buckinghamshire","Information and Communication Technology","IT Managers","Oct 22","50"
"LEP","Buckinghamshire","Information and Communication Technology","IT R&D Professionals","Oct 22","15"
"LEP","Buckinghamshire","Information and Communication Technology","IT Testers","Oct 22","25"
"LEP","Buckinghamshire","Information and Communication Technology","Network Specialists","Oct 22","20"
"LEP","Buckinghamshire","Information and Communication Technology","Programmers","Oct 22","225"
"LEP","Buckinghamshire","Information and Communication Technology","Support Staff","Oct 22","170"
"LEP","Buckinghamshire","Information and Communication Technology","System and Application Administrators","Oct 22","25"
"LEP","Buckinghamshire","Information and Communication Technology","System Developers and Analysts","Oct 22","110"
"LEP","Buckinghamshire","Information and Communication Technology","Web Professionals","Oct 22","45"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Electrical Equipment Mechanics","Oct 22","30"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Elevator, Escalator, and Door Mechanics","Oct 22","5"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Gauge and Valve Mechanics","Oct 22","5"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Industrial Machinery Mechanics","Oct 22","85"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Installation, Repair and Maintenance (other)","Oct 22","45"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Installation, Repair and Maintenance Inspectors","Oct 22","5"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Installation, Repair, and Maintenance Heads/managers","Oct 22","55"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Mechanics and Joiners (other)","Oct 22","5"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Mobile Machinery Mechanics","Oct 22","5"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Office Equipment Mechanics","Oct 22","[x]"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Plane, Train and Ship Mechanics","Oct 22","[x]"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Precision and Musical Instrument Technicians","Oct 22","5"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Refrigeration, Heating, and White Goods Mechanics","Oct 22","45"
"LEP","Buckinghamshire","Installation, Repair and Maintenance","Vehicle Mechanics","Oct 22","155"
"LEP","Buckinghamshire","Insurance and Finance","Accountants","Oct 22","290"
"LEP","Buckinghamshire","Insurance and Finance","Bank Branch Employees","Oct 22","5"
"LEP","Buckinghamshire","Insurance and Finance","Economists","Oct 22","[x]"
"LEP","Buckinghamshire","Insurance and Finance","Financial Directors","Oct 22","25"
"LEP","Buckinghamshire","Insurance and Finance","Financial Experts","Oct 22","105"
"LEP","Buckinghamshire","Insurance and Finance","Insurance & Finance Advisors","Oct 22","70"
"LEP","Buckinghamshire","Insurance and Finance","Insurance & Finance Managers","Oct 22","120"
"LEP","Buckinghamshire","Insurance and Finance","Insurance & Finance Personnel","Oct 22","25"
"LEP","Buckinghamshire","Insurance and Finance","Insurance and Finance (other)","Oct 22","[x]"
"LEP","Buckinghamshire","Insurance and Finance","Insurance Specialists","Oct 22","30"
"LEP","Buckinghamshire","Legal, Human Resources and Social Services","Clergy and Pastoral Workers","Oct 22","5"
"LEP","Buckinghamshire","Legal, Human Resources and Social Services","Court Support Staff","Oct 22","40"
"LEP","Buckinghamshire","Legal, Human Resources and Social Services","Judges","Oct 22","[x]"
"LEP","Buckinghamshire","Legal, Human Resources and Social Services","Labour Managers","Oct 22","125"
