"geogConcat","metric","breakdown","subgroup","value","valueText"
"Enterprise M3 LEP","achievements","Level","Education and training: Basic Skills",1,"2740"
"Enterprise M3 LEP","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"1830"
"Enterprise M3 LEP","achievements","Level","Education and training: Full Level 2",1,"250"
"Enterprise M3 LEP","achievements","Level","Education and training: Full Level 3",1,"660"
"Enterprise M3 LEP (including all of Surrey) LSIP","achievements","Level","Apprenticeships: Advanced",1,"920"
"Enterprise M3 LEP (including all of Surrey) LSIP","achievements","Level","Apprenticeships: Intermediate",1,"430"
"Enterprise M3 LEP (including all of Surrey) LSIP","achievements","Level","Community learning: Family english maths and language",1,"240"
"Enterprise M3 LEP (including all of Surrey) LSIP","achievements","Level","Community learning: Neighbourhood learning in deprived communities",1,"250"
"Enterprise M3 LEP (including all of Surrey) LSIP","achievements","Level","Community learning: Personal and community development learning",1,"5970"
"Enterprise M3 LEP (including all of Surrey) LSIP","achievements","Level","Community learning: Wider family learning",1,"480"
"Enterprise M3 LEP (including all of Surrey) LSIP","achievements","Level","Education and training: Basic Skills",1,"2320"
"Enterprise M3 LEP (including all of Surrey) LSIP","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"1430"
"Enterprise M3 LEP (including all of Surrey) LSIP","achievements","Level","Education and training: Full Level 2",1,"200"
"Enterprise M3 LEP (including all of Surrey) LSIP","achievements","Level","Education and training: Full Level 3",1,"420"
"Essex, Southend-on-Sea and Thurrock LSIP","achievements","Level","Apprenticeships: Advanced",1,"1960"
"Essex, Southend-on-Sea and Thurrock LSIP","achievements","Level","Apprenticeships: Higher",1,"1110"
"Essex, Southend-on-Sea and Thurrock LSIP","achievements","Level","Apprenticeships: Intermediate",1,"1050"
"Essex, Southend-on-Sea and Thurrock LSIP","achievements","Level","Community learning: Family english maths and language",1,"210"
"Essex, Southend-on-Sea and Thurrock LSIP","achievements","Level","Community learning: Neighbourhood learning in deprived communities",1,"960"
"Essex, Southend-on-Sea and Thurrock LSIP","achievements","Level","Community learning: Personal and community development learning",1,"5650"
"Essex, Southend-on-Sea and Thurrock LSIP","achievements","Level","Community learning: Wider family learning",1,"890"
"Essex, Southend-on-Sea and Thurrock LSIP","achievements","Level","Education and training: Basic Skills",1,"3660"
"Essex, Southend-on-Sea and Thurrock LSIP","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"4700"
"Essex, Southend-on-Sea and Thurrock LSIP","achievements","Level","Education and training: Full Level 2",1,"370"
"Gloucestershire LEP","achievements","Level","Apprenticeships: Advanced",1,"800"
"Gloucestershire LEP","achievements","Level","Apprenticeships: Higher",1,"350"
"Gloucestershire LEP","achievements","Level","Community learning: Family english maths and language",1,"120"
"Gloucestershire LEP","achievements","Level","Community learning: Personal and community development learning",1,"1920"
"Gloucestershire LEP","achievements","Level","Community learning: Wider family learning",1,"270"
"Gloucestershire LEP","achievements","Level","Education and training: Basic Skills",1,"1340"
"Gloucestershire LEP","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"1900"
"Gloucestershire LEP","achievements","Level","Education and training: Full Level 2",1,"130"
"Gloucestershire LEP","achievements","Level","Education and training: Full Level 3",1,"210"
"Gloucestershire LEP","achievements","Level","Education and training: Level 2",1,"2780"
"Gloucestershire LSIP","achievements","Level","Apprenticeships: Advanced",1,"800"
"Gloucestershire LSIP","achievements","Level","Apprenticeships: Higher",1,"350"
"Gloucestershire LSIP","achievements","Level","Community learning: Family english maths and language",1,"120"
"Gloucestershire LSIP","achievements","Level","Community learning: Personal and community development learning",1,"1920"
"Gloucestershire LSIP","achievements","Level","Community learning: Wider family learning",1,"270"
"Gloucestershire LSIP","achievements","Level","Education and training: Basic Skills",1,"1340"
"Gloucestershire LSIP","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"1900"
"Gloucestershire LSIP","achievements","Level","Education and training: Full Level 2",1,"130"
"Gloucestershire LSIP","achievements","Level","Education and training: Full Level 3",1,"210"
"Gloucestershire LSIP","achievements","Level","Education and training: Level 2",1,"2780"
"Greater Birmingham and Solihull LEP","achievements","Level","Apprenticeships: Advanced",1,"2380"
"Greater Birmingham and Solihull LEP","achievements","Level","Apprenticeships: Higher",1,"1320"
"Greater Birmingham and Solihull LEP","achievements","Level","Apprenticeships: Intermediate",1,"1200"
"Greater Birmingham and Solihull LEP","achievements","Level","Community learning: Family english maths and language",1,"210"
"Greater Birmingham and Solihull LEP","achievements","Level","Community learning: Neighbourhood learning in deprived communities",1,"800"
"Greater Birmingham and Solihull LEP","achievements","Level","Community learning: Personal and community development learning",1,"7000"
"Greater Birmingham and Solihull LEP","achievements","Level","Community learning: Wider family learning",1,"940"
"Greater Birmingham and Solihull LEP","achievements","Level","Education and training: Basic Skills",1,"11500"
"Greater Birmingham and Solihull LEP","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"9490"
"Greater Birmingham and Solihull LEP","achievements","Level","Education and training: Full Level 2",1,"860"
"Greater Cambridge and Greater Peterborough LEP","achievements","Level","Apprenticeships: Advanced",1,"780"
"Greater Cambridge and Greater Peterborough LEP","achievements","Level","Apprenticeships: Higher",1,"660"
"Greater Cambridge and Greater Peterborough LEP","achievements","Level","Apprenticeships: Intermediate",1,"480"
"Greater Cambridge and Greater Peterborough LEP","achievements","Level","Community learning: Family english maths and language",1,"60"
"Greater Cambridge and Greater Peterborough LEP","achievements","Level","Community learning: Neighbourhood learning in deprived communities",1,"160"
"Greater Cambridge and Greater Peterborough LEP","achievements","Level","Community learning: Personal and community development learning",1,"1850"
"Greater Cambridge and Greater Peterborough LEP","achievements","Level","Community learning: Wider family learning",1,"310"
"Greater Cambridge and Greater Peterborough LEP","achievements","Level","Education and training: Basic Skills",1,"2320"
"Greater Cambridge and Greater Peterborough LEP","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"1780"
"Greater Cambridge and Greater Peterborough LEP","achievements","Level","Education and training: Full Level 2",1,"90"
"Greater Lincolnshire LEP","achievements","Level","Apprenticeships: Advanced",1,"1460"
"Greater Lincolnshire LEP","achievements","Level","Apprenticeships: Higher",1,"530"
"Greater Lincolnshire LEP","achievements","Level","Apprenticeships: Intermediate",1,"810"
"Greater Lincolnshire LEP","achievements","Level","Community learning: Personal and community development learning",1,"7280"
"Greater Lincolnshire LEP","achievements","Level","Community learning: Wider family learning",1,"340"
"Greater Lincolnshire LEP","achievements","Level","Education and training: Basic Skills",1,"2130"
"Greater Lincolnshire LEP","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"3180"
"Greater Lincolnshire LEP","achievements","Level","Education and training: Full Level 2",1,"270"
"Greater Lincolnshire LEP","achievements","Level","Education and training: Full Level 3",1,"560"
"Greater Lincolnshire LEP","achievements","Level","Education and training: Level 2",1,"7670"
"Greater Lincolnshire LSIP","achievements","Level","Apprenticeships: Advanced",1,"1460"
"Greater Lincolnshire LSIP","achievements","Level","Apprenticeships: Higher",1,"530"
"Greater Lincolnshire LSIP","achievements","Level","Apprenticeships: Intermediate",1,"810"
"Greater Lincolnshire LSIP","achievements","Level","Community learning: Personal and community development learning",1,"7280"
"Greater Lincolnshire LSIP","achievements","Level","Community learning: Wider family learning",1,"340"
"Greater Lincolnshire LSIP","achievements","Level","Education and training: Basic Skills",1,"2130"
"Greater Lincolnshire LSIP","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"3180"
"Greater Lincolnshire LSIP","achievements","Level","Education and training: Full Level 2",1,"270"
"Greater Lincolnshire LSIP","achievements","Level","Education and training: Full Level 3",1,"560"
"Greater Lincolnshire LSIP","achievements","Level","Education and training: Level 2",1,"7670"
"Greater London Authority MCA","achievements","Level","Apprenticeships: Advanced",1,"6060"
"Greater London Authority MCA","achievements","Level","Apprenticeships: Higher",1,"4950"
"Greater London Authority MCA","achievements","Level","Apprenticeships: Intermediate",1,"2650"
"Greater London Authority MCA","achievements","Level","Community learning: Family english maths and language",1,"2130"
"Greater London Authority MCA","achievements","Level","Community learning: Neighbourhood learning in deprived communities",1,"3700"
"Greater London Authority MCA","achievements","Level","Community learning: Personal and community development learning",1,"52140"
"Greater London Authority MCA","achievements","Level","Community learning: Wider family learning",1,"5020"
"Greater London Authority MCA","achievements","Level","Education and training: Basic Skills",1,"68060"
"Greater London Authority MCA","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"56900"
"Greater London Authority MCA","achievements","Level","Education and training: Full Level 2",1,"3360"
"Greater London LSIP","achievements","Level","Apprenticeships: Advanced",1,"6060"
"Greater London LSIP","achievements","Level","Apprenticeships: Higher",1,"4950"
"Greater London LSIP","achievements","Level","Apprenticeships: Intermediate",1,"2650"
"Greater London LSIP","achievements","Level","Community learning: Family english maths and language",1,"2130"
"Greater London LSIP","achievements","Level","Community learning: Neighbourhood learning in deprived communities",1,"3700"
"Greater London LSIP","achievements","Level","Community learning: Personal and community development learning",1,"52140"
"Greater London LSIP","achievements","Level","Community learning: Wider family learning",1,"5020"
"Greater London LSIP","achievements","Level","Education and training: Basic Skills",1,"68060"
"Greater London LSIP","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"56900"
"Greater London LSIP","achievements","Level","Education and training: Full Level 2",1,"3360"
"Greater Manchester LEP","achievements","Level","Apprenticeships: Advanced",1,"3610"
"Greater Manchester LEP","achievements","Level","Apprenticeships: Higher",1,"1940"
"Greater Manchester LEP","achievements","Level","Apprenticeships: Intermediate",1,"2000"
"Greater Manchester LEP","achievements","Level","Community learning: Family english maths and language",1,"1300"
"Greater Manchester LEP","achievements","Level","Community learning: Neighbourhood learning in deprived communities",1,"1850"
"Greater Manchester LEP","achievements","Level","Community learning: Personal and community development learning",1,"13630"
"Greater Manchester LEP","achievements","Level","Community learning: Wider family learning",1,"800"
"Greater Manchester LEP","achievements","Level","Education and training: Basic Skills",1,"16640"
"Greater Manchester LEP","achievements","Level","Education and training: Below Level 2 (excluding Basic Skills)",1,"16800"
"Greater Manchester LEP","achievements","Level","Education and training: Full Level 2",1,"1060"
"Greater Manchester LSIP","achievements","Level","Apprenticeships: Advanced",1,"3610"
"Greater Manchester LSIP","achievements","Level","Apprenticeships: Higher",1,"1940"
"Greater Manchester LSIP","achievements","Level","Apprenticeships: Intermediate",1,"2000"
"Greater Manchester LSIP","achievements","Level","Community learning: Family english maths and language",1,"1300"
"Greater Manchester LSIP","achievements","Level","Community learning: Neighbourhood learning in deprived communities",1,"1850"
"Greater Manchester LSIP","achievements","Level","Community learning: Personal and community development learning",1,"13630"
"Greater Manchester LSIP","achievements","Level","Community learning: Wider family learning",1,"800"
